"job_title","activity_sector","job_function","required_experience","study_level","contract_type","remote_work","city"
"conseillers commerciaux spécialisés en assurance santé, auto et décennale","banque, assurance, finances","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac","cdi","non","témara"
"commerciale terrain","services autres","commercial, vente","fraichement diplômé","bac +2","cdd","non","casablanca"
"conseillers commerciaux experts en assurance/mutuelle santé : salaire jusqu’à 40 000 dhs (courtier français)","centres d´appel, hotline, call center","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","témara"
"commerciale fès","conseil, audit, comptabilité","commercial, vente","débutant (de 1 à 3 ans)","bac +2","cdi","non","fès"
"conseillers clientele francophone en reception d'appels a marrakech","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"développeur senior full stack","informatique, ssii, internet","informatique, nouvelles technologies","senior (de 5 à 10 ans)","bac +5 et plus","cdi","non","rabat"
"conseillers commerciaux experts en assurance santé ou auto : salaire jusqu’à 30 000 dhs (courtier français)","centres d´appel, hotline, call center","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","témara"
"recrutement massif pour differentes activites a sidi maarouf - 2000dhs prime bienvenue","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"ingénieur/responsable maintenance","chimie, pétrochimie, matières premières, mines","production, maintenance, qualité","junior (de 3 à 5 ans)","bac +4","cdi","non","mohammédia"
"conseillers commerciaux experts en assurance/mutuelle santé : salaire jusqu’à 40 000 dhs (courtier français)","centres d´appel, hotline, call center","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","témara"
"charges de clientele parfaitement francophone - activite bancaire - roches noires","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"marrakech - formation gratuite pour reception d'appels francophones – contrat cdi","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"stage pre-embauche en comptabilite","services autres","transport, logistique","fraichement diplômé","bac +2","lettre d'engagement","non","casablanca"
"conseillers commerciaux experts en assurance sante + auto : rem jusqu’à 35 000 dhs","centres d´appel, hotline, call center","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","témara"
"conseillers commerciaux experts en assurance sante + auto : rem jusqu’à 35 000 dhs","centres d´appel, hotline, call center","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","témara"
"marrakech - conseillers commerciaux parfaitement francophone en reception","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"assistant administratif","santé, pharmacie, hôpitaux, équipements médicaux","télémarketing, téléassistance","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"casablanca - réception d'appel parfaitement francophone- service client","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"comptable confirmé","automobile, matériels de transport, réparation","gestion, comptabilité, finance","junior (de 3 à 5 ans)","bac +2","cdi","non","rabat"
"marrakech - formation gratuite pour reception d'appels francophones – contrat cdi","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"opportunites d'emplois a marrakech - differentes acivites francophones en reception","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"casa - gestionnaire en assurance parfaitement francophone en reception d'appels","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"technicien de la maintenance","services autres","télémarketing, téléassistance","junior (de 3 à 5 ans)","bac +3","cdi","non","casablanca"
"marrakech - charges de clientele francophones en reception d'appels - 2000dhs prime bienvenue","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"marrakech - formation gratuite pour reception d'appels francophones – contrat cdi","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"conseillers clientele francophone en reception d'appels a marrakech - 2000dhs prime bienvenue","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"conseillers clientele francophone en reception d'appels a marrakech - 2000dhs prime bienvenue","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"charges de clientele parfaitement francophone - activite bancaire - roches noires","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"charges de clientele parfaitement francophone - activite bancaire - roches noires","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"casablanca - réception d'appels francophones au centre ville","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"casablanca - gestionnaires de sinistre - conseillers en assurance francophone en réception d'appels","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"casa - assurance francophone en reception : gestion des dossiers de sinistres","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"chargé(e) de clientèle francophone en réception d'appels à mohammedia","centres d´appel, hotline, call center","métiers des services","fraichement diplômé","bac","cdi","non","mohammédia"
"casablanca - réception d'appel parfaitement francophone- service client","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"opportunites d'emplois a marrakech - differentes acivites francophones en reception","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"chargé(e) de clientèle francophone en réception d'appels à casablanca","centres d´appel, hotline, call center","métiers des services","fraichement diplômé","bac","cdi","non","casablanca"
"offre de stage","banque, assurance, finances","gestion, comptabilité, finance","fraichement diplômé","bac +2","lettre d'engagement","non","rabat"
"marrakech - cc francophone en réception d'appels + rebond commercial","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"casanearshore - assistants techniques francophones pour le mobile","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"chargé(e) de clientèle francophone en réception d'appels à marrakech/ 2000 dh prime de bienvenue","centres d´appel, hotline, call center","métiers des services","fraichement diplômé","bac","cdi","non","casablanca"
"conseillers clientele francophone en reception d'appels a marrakech","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"opportunites d'emplois a marrakech - differentes acivites francophones en reception","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"développeur front end découpage et intégration des maquettes sous cms","informatique, ssii, internet","informatique, nouvelles technologies","débutant (de 1 à 3 ans)","bac +2","cdi","non","rabat"
"casablanca - chargés de clientèle francophone en réception d'appels – secteur audiovisuel - netflix","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"casa - conseiller client francophone service après-vente automobile","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"casa - conseillers francophones en assurances - réception d'appels - 2000dhs prime de bienvenue","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"conseiller clientèle francophone - réception- secteur automobile -casa","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"offre d'emploi d'un agent commercial et de réservation casablanca maarif/ deroua","services autres","télémarketing, téléassistance","junior (de 3 à 5 ans)","bac +2","cdi","non","casablanca"
"community manager","services autres","commercial, vente","senior (de 5 à 10 ans)","bac +2","cdi","non","casablanca"
"técnico de soporte it","informatique, ssii, internet","informatique, nouvelles technologies","débutant (de 1 à 3 ans)","bac +1","cdi","non","tanger"
"marrakech - formation gratuite pour reception d'appels francophones – contrat cdi","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"marrakech - conseillers commerciaux parfaitement francophones en reception","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"responsable qualite","édition, imprimerie","télémarketing, téléassistance","junior (de 3 à 5 ans)","bac +3","cdi","non","casablanca"
"employé polyvalent - pâtisserie salon de thé","tourisme, loisirs","tourisme, hôtellerie, restauration","senior (de 5 à 10 ans)","bac +2","cdi","non","rabat"
"opportunites d'emplois a marrakech - differentes acivites francophones en reception","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"conseillers commerciaux experts en assurance/mutuelle santé : salaire jusqu’à 40 000 dhs (courtier français)","centres d´appel, hotline, call center","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","témara"
"casa - conseillers techniques francophones en reception – 8h-18h","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
